data,cod_ibge,municipio,unidade,tipo_leito,leitos_total,leitos_ocupados,atendimentos_total,atendimentos_calor,desidratacao,insolacao,exaustao_calor
2026-05-30,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,34,24,57,1,1,0,0
2026-05-30,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,10,7,126,2,1,1,1
2026-05-31,5107602,Rondonópolis,UPA Rondonópolis,observacao,14,9,148,2,1,1,0
2026-05-31,5107602,Rondonópolis,UPA Rondonópolis,clinico,34,23,155,2,1,1,0
2026-05-31,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,6,4,214,3,3,0,0
2026-05-31,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,16,10,102,1,0,1,1
2026-05-31,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,33,19,116,1,0,0,1
2026-05-31,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,9,5,146,2,0,0,1
2026-05-31,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,15,11,143,3,1,0,1
2026-05-31,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,34,23,83,1,0,0,0
2026-05-31,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,9,6,112,2,0,1,0
2026-06-01,5107602,Rondonópolis,UPA Rondonópolis,observacao,15,11,174,3,3,0,0
2026-06-01,5107602,Rondonópolis,UPA Rondonópolis,clinico,33,23,207,3,3,1,0
2026-06-01,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,7,5,145,3,2,0,1
2026-06-01,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,15,11,79,1,0,1,0
2026-06-01,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,34,24,69,1,0,1,1
2026-06-01,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,7,4,77,1,1,0,1
2026-06-01,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,16,11,77,1,1,1,1
2026-06-01,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,36,25,113,1,0,0,1
2026-06-01,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,9,5,123,2,2,0,0
2026-06-02,5107602,Rondonópolis,UPA Rondonópolis,observacao,15,9,169,2,1,0,1
2026-06-02,5107602,Rondonópolis,UPA Rondonópolis,clinico,35,21,138,1,0,0,1
2026-06-02,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,8,5,213,2,0,1,0
2026-06-02,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,15,9,126,1,0,0,0
2026-06-02,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,33,23,66,1,1,1,1
2026-06-02,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,8,5,86,1,0,1,1
2026-06-02,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,15,10,120,2,1,0,1
2026-06-02,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,34,23,92,1,0,1,0
2026-06-02,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,7,4,66,1,0,1,1
2026-06-03,5107602,Rondonópolis,UPA Rondonópolis,observacao,13,8,167,3,2,0,0
2026-06-03,5107602,Rondonópolis,UPA Rondonópolis,clinico,33,23,122,2,2,1,0
2026-06-03,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,7,4,164,3,3,0,0
2026-06-03,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,14,10,89,1,1,1,1
2026-06-03,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,33,22,131,1,1,0,1
2026-06-03,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,9,5,89,1,0,0,1
2026-06-03,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,15,9,138,2,2,0,0
2026-06-03,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,32,21,151,2,0,1,1
2026-06-03,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,6,4,90,1,0,1,1
2026-06-04,5107602,Rondonópolis,UPA Rondonópolis,observacao,16,9,145,1,0,0,1
2026-06-04,5107602,Rondonópolis,UPA Rondonópolis,clinico,32,21,184,3,1,1,0
2026-06-04,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,10,7,184,3,1,0,0
2026-06-04,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,12,7,90,1,0,1,0
2026-06-04,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,32,19,95,1,1,1,0
2026-06-04,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,6,4,149,2,0,0,1
2026-06-04,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,12,7,64,1,0,1,1
2026-06-04,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,33,22,115,1,0,0,0
2026-06-04,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,6,3,92,1,1,0,0
2026-06-05,5107602,Rondonópolis,UPA Rondonópolis,observacao,16,10,109,2,1,0,1
2026-06-05,5107602,Rondonópolis,UPA Rondonópolis,clinico,34,22,115,1,1,1,1
2026-06-05,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,7,4,99,1,0,0,1
2026-06-05,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,16,11,151,2,1,0,1
2026-06-05,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,35,22,102,1,1,0,1
2026-06-05,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,6,3,73,1,0,1,0
2026-06-05,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,13,8,74,1,1,1,0
2026-06-05,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,32,20,113,2,1,0,1
2026-06-05,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,10,7,158,2,2,0,0
2026-06-06,5107602,Rondonópolis,UPA Rondonópolis,observacao,14,10,156,2,0,1,1
2026-06-06,5107602,Rondonópolis,UPA Rondonópolis,clinico,36,22,87,1,0,0,0
2026-06-06,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,7,4,135,1,0,1,0
2026-06-06,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,16,10,141,1,0,1,1
2026-06-06,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,34,25,152,3,3,1,0
2026-06-06,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,8,5,115,2,0,0,0
2026-06-06,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,13,9,87,1,1,1,1
2026-06-06,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,32,23,135,2,0,0,1
2026-06-06,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,9,6,155,2,1,0,0
2026-06-07,5107602,Rondonópolis,UPA Rondonópolis,observacao,12,8,214,3,2,0,0
2026-06-07,5107602,Rondonópolis,UPA Rondonópolis,clinico,36,24,116,2,0,0,0
2026-06-07,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,6,3,110,1,1,1,1
2026-06-07,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,15,9,77,1,0,0,0
2026-06-07,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,34,21,110,1,1,1,0
2026-06-07,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,8,5,151,3,3,1,1
2026-06-07,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,12,7,141,2,1,0,0
2026-06-07,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,34,24,90,1,1,0,1
2026-06-07,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,9,5,154,2,2,1,0
2026-06-08,5107602,Rondonópolis,UPA Rondonópolis,observacao,15,9,207,3,2,1,1
2026-06-08,5107602,Rondonópolis,UPA Rondonópolis,clinico,34,22,119,2,1,0,1
2026-06-08,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,9,5,151,2,2,1,0
2026-06-08,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,12,7,64,0,0,1,0
2026-06-08,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,33,23,145,3,2,0,1
2026-06-08,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,9,6,80,1,0,1,0
2026-06-08,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,12,8,60,0,0,0,0
2026-06-08,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,32,22,119,1,0,0,1
2026-06-08,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,9,5,146,1,0,0,0
2026-06-09,5107602,Rondonópolis,UPA Rondonópolis,observacao,16,10,136,2,1,0,1
2026-06-09,5107602,Rondonópolis,UPA Rondonópolis,clinico,33,22,105,1,0,0,0
2026-06-09,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,10,6,113,1,1,1,0
2026-06-09,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,14,10,83,1,0,0,0
2026-06-09,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,32,21,154,2,0,0,0
2026-06-09,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,8,5,67,1,0,0,1
2026-06-09,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,12,7,107,2,0,1,0
2026-06-09,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,34,24,90,1,1,1,0
2026-06-09,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,8,5,74,1,0,1,1
2026-06-10,5107602,Rondonópolis,UPA Rondonópolis,observacao,14,9,103,2,0,0,1
2026-06-10,5107602,Rondonópolis,UPA Rondonópolis,clinico,34,24,152,3,1,1,0
2026-06-10,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,8,5,156,2,2,0,2
2026-06-10,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,16,10,92,1,0,0,0
2026-06-10,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,36,25,112,2,2,0,0
2026-06-10,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,7,4,158,3,1,1,1
2026-06-10,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,15,10,79,2,2,1,1
2026-06-10,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,36,27,149,3,3,1,2
2026-06-10,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,7,4,67,1,0,0,2
2026-06-11,5107602,Rondonópolis,UPA Rondonópolis,observacao,15,10,184,5,5,0,3
2026-06-11,5107602,Rondonópolis,UPA Rondonópolis,clinico,36,25,156,4,3,0,1
2026-06-11,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,6,4,125,3,3,2,3
2026-06-11,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,16,12,154,3,3,1,2
2026-06-11,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,36,23,97,2,2,1,0
2026-06-11,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,7,5,107,3,2,0,1
2026-06-11,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,13,9,57,1,0,2,2
2026-06-11,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,34,22,158,3,3,1,2
2026-06-11,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,8,6,59,1,1,2,2
2026-06-12,5107602,Rondonópolis,UPA Rondonópolis,observacao,13,9,89,2,0,0,3
2026-06-12,5107602,Rondonópolis,UPA Rondonópolis,clinico,34,27,203,6,6,1,1
2026-06-12,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,8,5,192,6,5,0,3
2026-06-12,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,13,10,136,4,3,0,3
2026-06-12,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,33,24,89,2,1,2,1
2026-06-12,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,8,5,86,3,2,2,4
2026-06-12,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,13,8,70,2,1,2,3
2026-06-12,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,32,24,82,2,2,2,0
2026-06-12,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,9,6,77,2,0,0,1
2026-06-13,5107602,Rondonópolis,UPA Rondonópolis,observacao,13,10,135,4,2,0,0
2026-06-13,5107602,Rondonópolis,UPA Rondonópolis,clinico,32,24,148,5,5,1,1
2026-06-13,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,9,7,167,6,5,2,3
2026-06-13,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,13,9,156,6,4,0,0
2026-06-13,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,32,22,110,3,2,1,0
2026-06-13,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,7,4,135,4,3,2,1
2026-06-13,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,15,11,77,2,2,1,0
2026-06-13,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,34,25,118,3,3,0,4
2026-06-13,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,7,5,154,5,5,3,1
2026-06-14,5107602,Rondonópolis,UPA Rondonópolis,observacao,14,11,138,5,5,2,3
2026-06-14,5107602,Rondonópolis,UPA Rondonópolis,clinico,34,28,99,4,4,1,2
2026-06-14,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,7,5,174,7,7,3,5
2026-06-14,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,14,10,116,5,5,3,2
2026-06-14,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,34,26,145,6,5,2,1
2026-06-14,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,7,5,158,6,4,3,4
2026-06-14,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,16,13,128,4,2,3,4
2026-06-14,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,36,29,97,4,4,2,0
2026-06-14,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,7,6,60,2,1,1,0
2026-06-15,5107602,Rondonópolis,UPA Rondonópolis,observacao,12,10,152,7,7,2,7
2026-06-15,5107602,Rondonópolis,UPA Rondonópolis,clinico,33,28,187,9,8,1,3
2026-06-15,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,7,5,110,4,2,1,6
2026-06-15,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,12,10,135,6,4,0,1
2026-06-15,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,35,30,86,3,2,1,1
2026-06-15,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,7,5,133,5,5,3,2
2026-06-15,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,16,13,112,5,3,2,7
2026-06-15,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,32,24,84,3,1,0,2
2026-06-15,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,10,7,129,6,4,3,4
2026-06-16,5107602,Rondonópolis,UPA Rondonópolis,observacao,16,13,215,10,10,2,1
2026-06-16,5107602,Rondonópolis,UPA Rondonópolis,clinico,36,29,109,5,4,4,0
2026-06-16,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,7,5,188,9,9,3,7
2026-06-16,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,14,11,131,7,7,0,5
2026-06-16,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,35,27,76,3,2,4,5
2026-06-16,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,6,4,86,4,4,1,0
2026-06-16,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,14,10,93,4,4,1,4
2026-06-16,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,32,28,64,3,2,0,0
2026-06-16,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,8,6,113,5,4,2,6
2026-06-17,5107602,Rondonópolis,UPA Rondonópolis,observacao,16,12,158,9,9,5,1
2026-06-17,5107602,Rondonópolis,UPA Rondonópolis,clinico,34,28,178,9,9,0,9
2026-06-17,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,9,7,92,5,5,5,7
2026-06-17,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,12,10,73,4,4,1,2
2026-06-17,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,33,30,149,8,6,4,8
2026-06-17,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,8,6,80,4,3,4,6
2026-06-17,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,12,10,128,6,4,4,1
2026-06-17,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,33,28,148,7,7,1,4
2026-06-17,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,10,9,73,4,3,2,2
2026-06-18,5107602,Rondonópolis,UPA Rondonópolis,observacao,14,11,136,8,7,0,1
2026-06-18,5107602,Rondonópolis,UPA Rondonópolis,clinico,33,29,169,10,9,2,7
2026-06-18,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,7,6,190,11,10,2,6
2026-06-18,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,15,13,80,4,2,4,5
2026-06-18,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,34,27,132,8,7,5,0
2026-06-18,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,10,9,67,4,4,5,8
2026-06-18,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,12,9,76,4,4,4,6
2026-06-18,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,32,26,142,9,8,3,7
2026-06-18,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,10,9,142,8,8,5,1
2026-04-28,5107909,Sinop,UPA Sinop,observacao,13,9,102,1,1,1,1
2026-04-28,5107909,Sinop,UPA Sinop,clinico,30,20,178,3,3,1,1
2026-04-28,5107909,Sinop,UPA Sinop,uti_adulto,5,3,144,1,1,1,0
2026-04-28,5107909,Sinop,Hospital Municipal Sinop,observacao,14,10,56,1,0,1,1
2026-04-28,5107909,Sinop,Hospital Municipal Sinop,clinico,27,16,50,1,0,1,1
2026-04-28,5107909,Sinop,Hospital Municipal Sinop,uti_adulto,7,4,60,0,0,1,0
2026-04-28,5107909,Sinop,Referência Regional Sinop,observacao,12,8,116,2,0,0,1
2026-04-28,5107909,Sinop,Referência Regional Sinop,clinico,27,19,61,1,0,1,1
2026-04-28,5107909,Sinop,Referência Regional Sinop,uti_adulto,6,3,111,1,0,0,1
2026-04-29,5107909,Sinop,UPA Sinop,observacao,12,8,159,2,2,0,0
2026-04-29,5107909,Sinop,UPA Sinop,clinico,30,20,121,2,0,1,0
2026-04-29,5107909,Sinop,UPA Sinop,uti_adulto,6,4,93,1,0,0,1
2026-04-29,5107909,Sinop,Hospital Municipal Sinop,observacao,12,8,48,1,1,1,0
2026-04-29,5107909,Sinop,Hospital Municipal Sinop,clinico,26,16,76,1,0,0,1
2026-04-29,5107909,Sinop,Hospital Municipal Sinop,uti_adulto,6,3,76,1,0,0,1
2026-04-29,5107909,Sinop,Referência Regional Sinop,observacao,12,7,94,1,1,1,1
2026-04-29,5107909,Sinop,Referência Regional Sinop,clinico,29,19,102,2,1,1,0
2026-04-29,5107909,Sinop,Referência Regional Sinop,uti_adulto,6,4,104,1,0,0,1
2026-04-30,5107909,Sinop,UPA Sinop,observacao,13,8,172,3,2,1,0
2026-04-30,5107909,Sinop,UPA Sinop,clinico,26,18,87,1,1,1,0
2026-04-30,5107909,Sinop,UPA Sinop,uti_adulto,8,5,166,3,3,1,0
2026-04-30,5107909,Sinop,Hospital Municipal Sinop,observacao,12,8,80,1,0,1,0
2026-04-30,5107909,Sinop,Hospital Municipal Sinop,clinico,27,19,66,1,0,1,1
2026-04-30,5107909,Sinop,Hospital Municipal Sinop,uti_adulto,5,3,81,1,0,1,1
2026-04-30,5107909,Sinop,Referência Regional Sinop,observacao,13,9,48,1,0,0,0
2026-04-30,5107909,Sinop,Referência Regional Sinop,clinico,26,16,104,2,0,1,1
2026-04-30,5107909,Sinop,Referência Regional Sinop,uti_adulto,6,4,114,1,0,0,1
2026-05-01,5107909,Sinop,UPA Sinop,observacao,10,7,159,2,0,1,0
2026-05-01,5107909,Sinop,UPA Sinop,clinico,29,21,151,2,2,0,0
2026-05-01,5107909,Sinop,UPA Sinop,uti_adulto,9,5,159,3,1,1,0
2026-05-01,5107909,Sinop,Hospital Municipal Sinop,observacao,12,7,61,0,0,0,0
2026-05-01,5107909,Sinop,Hospital Municipal Sinop,clinico,30,21,60,1,1,0,1
2026-05-01,5107909,Sinop,Hospital Municipal Sinop,uti_adulto,7,4,81,1,0,0,1
2026-05-01,5107909,Sinop,Referência Regional Sinop,observacao,12,8,90,1,1,0,0
2026-05-01,5107909,Sinop,Referência Regional Sinop,clinico,26,17,66,0,0,1,0
2026-05-01,5107909,Sinop,Referência Regional Sinop,uti_adulto,5,3,103,2,2,1,0
2026-05-02,5107909,Sinop,UPA Sinop,observacao,13,9,134,1,0,0,0
2026-05-02,5107909,Sinop,UPA Sinop,clinico,29,19,120,2,1,0,0
2026-05-02,5107909,Sinop,UPA Sinop,uti_adulto,7,4,98,1,0,0,0
2026-05-02,5107909,Sinop,Hospital Municipal Sinop,observacao,12,8,121,2,0,0,0
2026-05-02,5107909,Sinop,Hospital Municipal Sinop,clinico,30,21,66,0,0,0,0
2026-05-02,5107909,Sinop,Hospital Municipal Sinop,uti_adulto,6,4,64,1,1,1,0
2026-05-02,5107909,Sinop,Referência Regional Sinop,observacao,11,6,67,0,0,0,0
2026-05-02,5107909,Sinop,Referência Regional Sinop,clinico,28,19,92,1,0,1,1
2026-05-02,5107909,Sinop,Referência Regional Sinop,uti_adulto,6,3,78,1,0,1,1
2026-05-03,5107909,Sinop,UPA Sinop,observacao,10,6,162,2,2,1,1
2026-05-03,5107909,Sinop,UPA Sinop,clinico,29,19,112,2,0,0,1
2026-05-03,5107909,Sinop,UPA Sinop,uti_adulto,8,5,126,1,0,0,1
2026-05-03,5107909,Sinop,Hospital Municipal Sinop,observacao,11,8,126,1,0,1,1
2026-05-03,5107909,Sinop,Hospital Municipal Sinop,clinico,29,17,75,1,0,0,1
2026-05-03,5107909,Sinop,Hospital Municipal Sinop,uti_adulto,6,3,104,1,0,0,0
2026-05-03,5107909,Sinop,Referência Regional Sinop,observacao,12,8,98,1,0,1,0
2026-05-03,5107909,Sinop,Referência Regional Sinop,clinico,30,18,91,1,0,0,0
2026-05-03,5107909,Sinop,Referência Regional Sinop,uti_adulto,9,5,58,1,0,1,1
2026-05-04,5107909,Sinop,UPA Sinop,observacao,12,8,102,1,0,1,0
2026-05-04,5107909,Sinop,UPA Sinop,clinico,28,18,90,1,0,1,1
2026-05-04,5107909,Sinop,UPA Sinop,uti_adulto,6,4,115,1,0,0,1
2026-05-04,5107909,Sinop,Hospital Municipal Sinop,observacao,12,7,109,1,0,0,1
2026-05-04,5107909,Sinop,Hospital Municipal Sinop,clinico,26,15,62,1,0,1,1
2026-05-04,5107909,Sinop,Hospital Municipal Sinop,uti_adulto,7,4,109,1,0,1,0
2026-05-04,5107909,Sinop,Referência Regional Sinop,observacao,13,8,117,1,0,0,1
2026-05-04,5107909,Sinop,Referência Regional Sinop,clinico,30,18,81,1,1,0,0
2026-05-04,5107909,Sinop,Referência Regional Sinop,uti_adulto,7,5,114,1,1,0,1
2026-05-05,5107909,Sinop,UPA Sinop,observacao,14,10,177,3,2,0,0
2026-05-05,5107909,Sinop,UPA Sinop,clinico,26,19,82,1,0,1,1
2026-05-05,5107909,Sinop,UPA Sinop,uti_adulto,6,4,160,2,2,1,0
2026-05-05,5107909,Sinop,Hospital Municipal Sinop,observacao,14,10,110,2,0,0,0
2026-05-05,5107909,Sinop,Hospital Municipal Sinop,clinico,30,20,122,2,1,1,0
2026-05-05,5107909,Sinop,Hospital Municipal Sinop,uti_adulto,5,3,92,1,0,0,0
2026-05-05,5107909,Sinop,Referência Regional Sinop,observacao,10,6,123,1,1,0,1
2026-05-05,5107909,Sinop,Referência Regional Sinop,clinico,29,18,63,0,0,1,1
2026-05-05,5107909,Sinop,Referência Regional Sinop,uti_adulto,8,5,124,1,1,0,1
2026-05-06,5107909,Sinop,UPA Sinop,observacao,13,9,166,2,1,0,0
2026-05-06,5107909,Sinop,UPA Sinop,clinico,28,18,176,2,0,0,0
2026-05-06,5107909,Sinop,UPA Sinop,uti_adulto,8,5,88,1,0,0,1
2026-05-06,5107909,Sinop,Hospital Municipal Sinop,observacao,10,6,128,2,1,0,0
2026-05-06,5107909,Sinop,Hospital Municipal Sinop,clinico,28,18,70,1,0,1,0
2026-05-06,5107909,Sinop,Hospital Municipal Sinop,uti_adulto,8,5,62,0,0,1,0
2026-05-06,5107909,Sinop,Referência Regional Sinop,observacao,12,7,74,1,0,1,1
2026-05-06,5107909,Sinop,Referência Regional Sinop,clinico,26,18,85,1,1,0,0
2026-05-06,5107909,Sinop,Referência Regional Sinop,uti_adulto,5,3,84,1,1,1,0
2026-05-07,5107909,Sinop,UPA Sinop,observacao,14,9,133,2,2,0,1
